Data;Produto;Região;Quantidade;Valor Unitário;Receita
19/02/2022;Shampoo;Norte;598;242;144716
25/01/2022;Sabonete;Oeste;82;43;3526
27/01/2023;Maionese;Oeste;802;66;52932
07/12/2023;Detergente;Norte;340;7;2380
14/12/2023;Detergente;Leste;64;145;9280
19/05/2023;Shampoo;Sul;207;58;12006
17/03/2023;Pasta de dente;Leste;878;39;34242
26/08/2022;Pasta de dente;Sul;164;226;37064
06/09/2023;Suco;Leste;113;192;21696
31/01/2022;Shampoo;Leste;538;51;27438
01/08/2022;Maionese;Sul;253;136;34408
17/09/2022;Suco;Oeste;235;177;41595
12/07/2023;Suco;Sul;146;47;6862
31/05/2023;Detergente;Sul;374;79;29546
04/11/2023;Detergente;Norte;743;24;17832
21/09/2022;Pasta de dente;Oeste;120;28;3360
01/05/2022;Sabonete;Leste;150;135;20250
15/10/2022;Sabonete;Sul;780;62;48360
01/02/2023;Maionese;Norte;447;146;65262
06/08/2023;Maionese;Oeste;735;178;130830
09/09/2023;Detergente;Leste;221;187;41327
05/05/2022;Sabonete;Norte;832;229;190528
09/05/2023;Sabonete;Norte;26;3;78
16/04/2022;Pasta de dente;Leste;788;224;176512
25/01/2022;Suco;Leste;739;168;124152
25/08/2023;Maionese;Oeste;252;218;54936
18/09/2023;Maionese;Oeste;289;157;45373
17/02/2023;Suco;Sul;348;207;72036
20/09/2023;Pasta de dente;Norte;942;45;42390
16/10/2023;Maionese;Oeste;955;161;153755
15/04/2023;Pasta de dente;Norte;238;43;10234
11/08/2023;Shampoo;Leste;573;75;42975
07/09/2023;Shampoo;Sul;853;41;34973
30/11/2022;Detergente;Leste;261;212;55332
17/07/2022;Pasta de dente;Leste;834;222;185148
10/12/2023;Pasta de dente;Sul;899;113;101587
24/11/2023;Shampoo;Oeste;20;48;960
13/04/2022;Suco;Sul;605;78;47190
06/03/2022;Sabonete;Norte;121;11;1331
27/06/2023;Suco;Sul;699;176;123024
10/04/2023;Maionese;Leste;219;219;47961
28/12/2023;Suco;Norte;742;164;121688
08/11/2023;Detergente;Leste;646;203;131138
05/04/2022;Maionese;Leste;686;200;137200
14/08/2022;Suco;Leste;277;241;66757
19/05/2022;Detergente;Leste;598;105;62790
06/06/2022;Maionese;Norte;404;119;48076
18/09/2023;Sabonete;Norte;954;145;138330
06/09/2023;Detergente;Sul;129;39;5031
31/03/2023;Shampoo;Leste;960;56;53760
20/01/2022;Suco;Norte;58;171;9918
10/11/2023;Pasta de dente;Norte;426;233;99258
10/01/2022;Suco;Oeste;37;68;2516
26/04/2022;Sabonete;Leste;278;249;69222
14/05/2022;Pasta de dente;Norte;49;26;1274
07/08/2023;Pasta de dente;Sul;776;130;100880
22/12/2023;Suco;Sul;88;157;13816
29/12/2023;Suco;Oeste;246;11;2706
17/10/2023;Suco;Oeste;920;59;54280
27/04/2022;Suco;Sul;238;72;17136
23/04/2023;Pasta de dente;Oeste;697;206;143582
27/09/2022;Shampoo;Norte;786;88;69168
23/05/2023;Pasta de dente;Leste;533;184;98072
03/04/2022;Maionese;Oeste;176;211;37136
10/10/2023;Detergente;Leste;426;124;52824
02/09/2023;Suco;Oeste;85;252;21420
27/03/2023;Shampoo;Norte;535;75;40125
21/06/2023;Maionese;Oeste;833;130;108290
19/04/2023;Shampoo;Norte;837;181;151497
01/11/2023;Maionese;Oeste;727;233;169391
17/10/2023;Maionese;Norte;503;114;57342
19/09/2023;Suco;Sul;234;155;36270
19/06/2022;Maionese;Leste;374;14;5236
13/08/2023;Shampoo;Sul;918;89;81702
14/12/2023;Suco;Oeste;471;181;85251
01/05/2022;Shampoo;Norte;987;189;186543
05/04/2022;Maionese;Norte;322;48;15456
08/04/2022;Detergente;Leste;724;42;30408
26/02/2022;Detergente;Sul;680;253;172040
30/04/2022;Detergente;Sul;44;27;1188
01/12/2022;Shampoo;Leste;889;18;16002
15/04/2023;Suco;Sul;653;216;141048
26/11/2023;Suco;Norte;725;40;29000
27/10/2023;Suco;Oeste;30;172;5160
14/01/2022;Sabonete;Oeste;139;165;22935
17/01/2022;Maionese;Sul;991;41;40631
26/03/2023;Pasta de dente;Norte;104;176;18304
18/06/2022;Detergente;Norte;162;31;5022
01/05/2022;Detergente;Sul;295;238;70210
08/09/2022;Shampoo;Sul;774;64;49536
03/02/2022;Maionese;Leste;148;122;18056
25/07/2022;Pasta de dente;Oeste;382;3;1146
21/03/2023;Pasta de dente;Sul;691;104;71864
07/03/2022;Suco;Oeste;733;59;43247
01/06/2022;Maionese;Sul;223;102;22746
17/05/2023;Suco;Oeste;116;125;14500
31/07/2022;Maionese;Oeste;530;106;56180
13/05/2022;Pasta de dente;Oeste;378;116;43848
08/02/2022;Sabonete;Norte;163;43;7009
10/12/2023;Sabonete;Leste;419;233;97627
09/07/2022;Suco;Leste;45;43;1935
30/10/2022;Suco;Norte;926;140;129640
11/08/2023;Sabonete;Sul;461;203;93583
29/09/2023;Shampoo;Norte;720;102;73440
28/04/2022;Suco;Oeste;556;81;45036
25/02/2022;Shampoo;Sul;493;131;64583
21/10/2023;Suco;Oeste;460;140;64400
26/01/2023;Shampoo;Leste;343;77;26411
27/09/2022;Detergente;Sul;120;69;8280
24/06/2023;Sabonete;Leste;640;128;81920
23/02/2023;Sabonete;Norte;141;8;1128
06/01/2023;Suco;Norte;938;66;61908
29/05/2022;Sabonete;Leste;240;142;34080
02/02/2023;Maionese;Oeste;201;214;43014
19/07/2022;Detergente;Sul;82;214;17548
31/10/2023;Sabonete;Norte;815;131;106765
10/01/2022;Detergente;Norte;220;19;4180
24/02/2023;Shampoo;Leste;240;3;720
26/09/2023;Shampoo;Oeste;674;45;30330
08/12/2022;Detergente;Oeste;845;170;143650
06/06/2022;Shampoo;Norte;557;242;134794
24/01/2022;Pasta de dente;Sul;839;95;79705
01/02/2022;Maionese;Norte;503;50;25150
23/01/2022;Pasta de dente;Norte;503;139;69917
14/04/2022;Pasta de dente;Sul;653;9;5877
27/01/2022;Maionese;Oeste;854;159;135786
24/08/2023;Shampoo;Leste;491;181;88871
21/03/2023;Pasta de dente;Norte;321;36;11556
22/07/2023;Suco;Oeste;315;116;36540
22/11/2023;Maionese;Oeste;955;56;53480
28/12/2023;Maionese;Leste;554;246;136284
19/04/2023;Shampoo;Sul;477;75;35775
16/11/2023;Pasta de dente;Sul;966;88;85008
14/02/2023;Pasta de dente;Norte;361;80;28880
23/09/2022;Suco;Leste;589;30;17670
15/12/2022;Maionese;Oeste;328;243;79704
11/12/2023;Shampoo;Oeste;449;226;101474
21/04/2022;Sabonete;Norte;996;4;3984
05/03/2022;Sabonete;Sul;33;173;5709
21/07/2023;Suco;Sul;685;122;83570
21/11/2023;Detergente;Oeste;548;165;90420
22/11/2023;Shampoo;Sul;486;249;121014
06/06/2023;Suco;Oeste;31;48;1488
13/02/2023;Sabonete;Oeste;205;80;16400
